1,-69,-67,-71,-66,-65
1,-72,-73,-76,-67,-70
1,-70,-60,-69,-68,-65
1,-71,-61,-77,-65,-65
1,-68,-63,-71,-67,-72
1,-75,-62,-70,-65,-66
1,-76,-72,-76,-64,-65
1,-71,-62,-72,-65,-69
1,-68,-61,-76,-65,-69
1,-68,-67,-77,-65,-72
1,-69,-60,-81,-70,-78
1,-69,-71,-75,-66,-65
1,-69,-72,-74,-66,-66
1,-70,-62,-81,-65,-65
1,-76,-72,-76,-67,-77
1,-77,-67,-71,-64,-72
1,-67,-63,-78,-66,-65
1,-76,-74,-78,-64,-69
1,-70,-67,-76,-67,-66
1,-76,-62,-71,-62,-65
1,-76,-65,-80,-67,-76
1,-76,-72,-77,-66,-70
1,-73,-66,-76,-68,-69
1,-71,-62,-77,-67,-66
1,-72,-62,-77,-65,-68
1,-71,-62,-80,-65,-76
1,-68,-62,-77,-66,-68
1,-69,-61,-79,-67,-77
1,-76,-72,-72,-68,-68
1,-68,-60,-79,-66,-65
1,-76,-72,-72,-65,-68
1,-68,-63,-77,-66,-77
1,-76,-72,-70,-65,-68
1,-70,-63,-77,-69,-77
1,-77,-63,-73,-68,-67
1,-75,-73,-74,-66,-71
1,-76,-68,-74,-67,-70
1,-68,-62,-72,-67,-70
1,-72,-67,-69,-67,-68
1,-71,-65,-76,-66,-70
1,-71,-72,-81,-67,-77
1,-69,-65,-75,-65,-66
1,-72,-63,-69,-65,-71
1,-75,-61,-82,-68,-65
1,-71,-62,-75,-68,-68
1,-68,-62,-73,-68,-69
1,-70,-64,-79,-63,-79
1,-68,-63,-75,-66,-65
1,-72,-62,-75,-64,-71
1,-71,-67,-77,-64,-69
1,-72,-71,-79,-64,-73
1,-70,-72,-71,-64,-65
1,-68,-63,-71,-63,-65
1,-71,-62,-76,-68,-76
1,-70,-67,-75,-65,-65
1,-77,-73,-71,-65,-76
1,-71,-60,-77,-65,-69
1,-76,-62,-79,-64,-76
1,-69,-62,-71,-66,-68
1,-74,-60,-72,-67,-72
1,-70,-67,-72,-66,-71
1,-68,-61,-75,-67,-71
1,-69,-66,-77,-65,-71
1,-71,-62,-71,-67,-65
1,-75,-60,-76,-65,-68
1,-71,-72,-71,-67,-65
1,-75,-61,-76,-65,-77
1,-72,-72,-72,-66,-68
1,-71,-66,-74,-65,-73
1,-69,-60,-75,-65,-73
1,-73,-61,-76,-65,-65
1,-71,-72,-76,-64,-64
1,-75,-62,-72,-64,-69
1,-71,-60,-76,-66,-65
1,-75,-62,-70,-64,-77
1,-70,-67,-75,-65,-69
1,-70,-62,-73,-64,-68
1,-69,-61,-76,-65,-67
1,-69,-60,-74,-64,-68
1,-69,-66,-78,-66,-69
1,-73,-66,-70,-65,-69
1,-69,-61,-81,-65,-76
1,-71,-62,-73,-63,-67
1,-69,-60,-81,-66,-76
1,-75,-72,-76,-65,-69
1,-69,-61,-71,-66,-77
1,-72,-72,-76,-66,-65
1,-69,-61,-79,-64,-77
1,-71,-72,-76,-65,-65
1,-70,-66,-76,-63,-69
1,-71,-64,-76,-64,-66
1,-75,-61,-71,-65,-69
1,-70,-66,-72,-66,-65
1,-75,-72,-76,-64,-69
1,-71,-60,-72,-66,-77
1,-69,-72,-75,-65,-77
1,-73,-62,-70,-64,-65
1,-69,-72,-75,-66,-73
1,-71,-67,-76,-65,-65
1,-75,-62,-72,-65,-67
1,-69,-62,-80,-64,-68
1,-69,-67,-74,-65,-74
1,-74,-71,-76,-65,-65
1,-71,-60,-80,-65,-77
1,-73,-66,-76,-66,-73
1,-73,-62,-70,-66,-77
1,-76,-62,-71,-65,-65
1,-72,-62,-73,-65,-70
1,-75,-61,-79,-66,-68
1,-69,-67,-72,-64,-69
1,-71,-62,-76,-66,-77
1,-69,-61,-79,-63,-65
1,-70,-61,-76,-64,-70
1,-75,-62,-70,-65,-77
1,-71,-61,-79,-65,-69
1,-74,-60,-73,-65,-71
1,-72,-72,-71,-66,-70
1,-76,-62,-78,-65,-68
1,-71,-72,-72,-64,-77
1,-69,-62,-76,-65,-65
1,-71,-72,-72,-65,-77
1,-69,-67,-76,-65,-73
1,-71,-62,-72,-65,-65
1,-70,-67,-70,-65,-70
1,-75,-71,-76,-66,-65
1,-75,-67,-72,-65,-77
1,-72,-61,-76,-65,-65
1,-69,-71,-78,-64,-72
1,-71,-62,-77,-65,-65
1,-70,-62,-76,-65,-71
1,-72,-61,-72,-66,-76
1,-69,-62,-79,-65,-65
1,-70,-67,-72,-64,-77
1,-69,-61,-76,-65,-65
1,-75,-62,-70,-66,-77
1,-72,-60,-76,-65,-68
1,-69,-72,-77,-64,-65
1,-69,-66,-80,-65,-69
1,-74,-62,-72,-66,-77
1,-70,-72,-77,-64,-72
1,-73,-62,-78,-66,-65
1,-71,-62,-75,-66,-67
1,-72,-72,-72,-65,-65
1,-75,-62,-79,-64,-69
1,-72,-61,-74,-65,-70
1,-72,-61,-72,-65,-69
1,-75,-66,-80,-66,-77
1,-71,-67,-72,-65,-69
1,-75,-61,-72,-65,-69
1,-74,-61,-72,-66,-71
1,-70,-66,-76,-65,-65
1,-70,-61,-73,-66,-76
1,-67,-61,-73,-66,-70
1,-73,-62,-76,-66,-69
1,-71,-61,-72,-63,-65
1,-70,-62,-72,-66,-72
1,-72,-67,-79,-65,-69
1,-74,-60,-74,-66,-76
1,-69,-68,-77,-65,-69
1,-75,-62,-76,-65,-69
1,-72,-62,-71,-65,-67
1,-69,-61,-75,-66,-77
1,-73,-61,-78,-66,-77
1,-72,-72,-76,-65,-69
1,-69,-60,-79,-66,-76
1,-69,-67,-71,-65,-72
1,-74,-72,-72,-65,-68
1,-71,-62,-72,-65,-70
1,-71,-72,-79,-66,-77
1,-69,-61,-70,-66,-71
1,-73,-61,-79,-65,-69
1,-69,-72,-72,-66,-71
1,-72,-61,-72,-65,-63
1,-72,-72,-76,-65,-73
1,-69,-61,-79,-66,-63
1,-71,-62,-76,-65,-77
1,-73,-67,-76,-66,-67
1,-74,-60,-78,-66,-69
1,-73,-66,-70,-66,-67
1,-69,-67,-78,-65,-65
1,-70,-72,-76,-66,-71
1,-76,-62,-79,-66,-68
1,-69,-73,-72,-66,-65
1,-71,-61,-72,-65,-77
1,-71,-61,-72,-65,-66
1,-71,-72,-80,-65,-63
1,-72,-61,-76,-65,-69
1,-76,-61,-72,-65,-69
1,-73,-67,-72,-66,-71
1,-72,-62,-72,-66,-67
1,-67,-62,-79,-65,-65
1,-75,-61,-73,-66,-67
1,-71,-61,-79,-63,-77
1,-71,-64,-71,-63,-69
1,-71,-62,-79,-66,-65
1,-75,-72,-77,-65,-77
1,-69,-72,-80,-65,-69
1,-72,-61,-72,-65,-66
1,-72,-61,-72,-66,-72
1,-75,-72,-72,-64,-76
1,-70,-67,-76,-65,-65
1,-76,-72,-80,-63,-77
1,-72,-61,-77,-65,-69
1,-75,-67,-80,-66,-68
1,-69,-62,-77,-65,-65
1,-71,-61,-80,-66,-68
1,-72,-66,-74,-64,-69
1,-75,-62,-77,-65,-76
1,-74,-72,-76,-65,-68
1,-69,-73,-79,-66,-76
1,-75,-62,-76,-65,-65
1,-72,-73,-79,-66,-77
1,-75,-62,-75,-63,-65
1,-71,-62,-79,-65,-66
1,-67,-72,-77,-65,-76
1,-71,-61,-76,-66,-65
1,-69,-62,-80,-65,-68
1,-75,-62,-80,-65,-63
1,-69,-72,-78,-66,-69
1,-71,-62,-80,-66,-76
1,-69,-61,-76,-65,-65
1,-72,-62,-80,-66,-76
1,-69,-61,-77,-65,-76
1,-74,-62,-80,-65,-65
1,-72,-61,-76,-65,-67
1,-69,-61,-72,-66,-65
1,-74,-61,-80,-65,-76
1,-67,-61,-72,-66,-65
1,-75,-61,-79,-65,-76
1,-75,-66,-76,-66,-66
1,-69,-67,-77,-66,-70
1,-72,-72,-79,-65,-65
1,-69,-62,-77,-66,-69
1,-72,-72,-79,-65,-76
1,-75,-61,-70,-66,-68
1,-72,-62,-77,-66,-76
1,-68,-62,-74,-66,-71
1,-68,-72,-78,-66,-65
1,-75,-67,-75,-65,-66
1,-75,-66,-77,-66,-72
1,-71,-60,-79,-66,-69
1,-69,-66,-77,-65,-65
1,-72,-67,-77,-65,-71
1,-70,-62,-77,-63,-67
1,-69,-62,-70,-66,-67
1,-70,-62,-71,-65,-71
1,-71,-61,-72,-65,-64
1,-69,-72,-77,-65,-67
1,-75,-66,-77,-65,-67
1,-75,-62,-79,-65,-65
1,-72,-62,-77,-65,-69
1,-75,-61,-72,-66,-76
1,-72,-67,-76,-65,-72
1,-69,-61,-72,-65,-65
1,-71,-61,-77,-66,-77
1,-75,-67,-77,-66,-67
1,-71,-61,-72,-66,-63
1,-73,-61,-70,-65,-70
1,-69,-67,-75,-66,-77
1,-73,-60,-77,-65,-67
1,-72,-73,-72,-65,-68
1,-71,-61,-78,-65,-67
1,-70,-67,-72,-64,-68
1,-72,-61,-79,-65,-66
1,-75,-72,-76,-65,-66
1,-75,-62,-75,-65,-65
1,-75,-62,-72,-64,-70
1,-76,-72,-77,-64,-68
1,-72,-61,-75,-66,-67
1,-74,-62,-79,-65,-66
1,-69,-61,-78,-66,-70
1,-70,-61,-77,-66,-71
1,-70,-73,-74,-65,-77
1,-67,-62,-77,-66,-65
1,-71,-62,-76,-66,-70
1,-71,-61,-77,-65,-77
1,-69,-73,-77,-65,-65
1,-71,-62,-76,-66,-77
1,-75,-73,-72,-65,-65
1,-72,-62,-77,-66,-67
1,-69,-73,-79,-65,-65
1,-71,-62,-76,-66,-67
1,-70,-60,-75,-65,-71
1,-74,-73,-77,-65,-77
1,-72,-62,-79,-65,-63
1,-67,-72,-77,-65,-69
1,-75,-62,-70,-66,-65
1,-71,-73,-74,-65,-70
1,-75,-61,-77,-66,-65
1,-75,-62,-74,-65,-66
